area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,244.2,231.4,247.9,254.9,246.3
Toronto W02,278.1,261.9,309.7,273.7,272.6
Toronto W03,284.4,286.1,281.8,268.1,272.9
Toronto W04,256.6,253.5,247.5,227.4,265.2
Toronto W05,244.9,248.2,226.9,240.2,263.0
Toronto W06,208.1,262.7,209.9,290.5,178.9
Toronto W07,225.5,238.9,206.3,-,151.3
Toronto W08,217.9,203.2,197.3,253.2,227.6
Toronto W09,235.4,217.4,194.4,271.2,251.9
Toronto W10,242.7,240.3,245.7,224.2,248.5
Toronto C01,302.6,298.5,284.3,281.2,304.1
Toronto C02,263.5,221.2,259.2,270.0,270.2
Toronto C03,292.1,267.9,288.4,-,332.5
Toronto C04,250.0,253.9,250.4,0.0,232.9
Toronto C06,269.3,249.1,210.6,245.4,290.0
Toronto C07,255.4,279.2,201.8,242.7,246.0
Toronto C08,275.2,277.8,276.5,301.4,274.1
Toronto C09,180.0,129.8,145.0,287.4,206.0
Toronto C10,277.1,268.8,257.2,270.8,283.6
Toronto C11,263.1,198.7,227.9,237.3,311.6
Toronto C12,221.3,203.7,255.2,207.1,278.7
Toronto C13,245.1,247.2,224.7,243.6,243.9
Toronto C14,268.3,263.9,218.3,308.6,265.8
Toronto C15,240.4,268.4,218.8,284.3,223.7
Toronto E01,338.6,325.5,337.8,403.6,325.9
Toronto E02,286.5,246.6,301.0,339.6,263.7
Toronto E03,265.3,272.4,254.2,-,250.2
Toronto E04,259.2,240.4,243.2,253.6,299.6
Toronto E05,245.1,247.0,239.3,249.0,242.2
Toronto E06,268.2,269.8,268.5,0.0,255.7
Toronto E07,259.0,265.2,255.2,259.6,255.4
Toronto E08,271.6,256.9,227.1,271.6,299.4
Toronto E09,251.1,242.4,227.2,283.8,256.1
Toronto E10,256.8,243.2,235.7,308.4,271.0
Toronto E11,263.6,270.0,261.0,201.1,304.5
