area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,155.8,156.6,164.4,203.3,136.8
Toronto W02,185.3,181.4,209.5,139.0,128.9
Toronto W03,167.9,172.5,171.3,-,128.8
Toronto W04,149.1,156.8,149.9,137.9,132.0
Toronto W05,142.0,152.8,142.2,148.0,122.8
Toronto W06,146.0,171.7,143.5,162.6,123.2
Toronto W07,156.6,163.3,148.5,137.3,109.8
Toronto W08,143.1,152.3,156.3,145.6,131.3
Toronto W09,146.0,158.9,143.9,137.9,126.5
Toronto W10,141.3,153.2,151.1,131.5,124.0
Toronto C01,181.6,186.1,195.7,170.8,179.6
Toronto C02,173.1,156.3,174.4,167.7,176.4
Toronto C03,173.8,171.3,178.4,-,171.5
Toronto C04,156.5,163.0,161.2,153.6,127.9
Toronto C06,167.4,170.8,146.2,145.5,165.3
Toronto C07,160.2,178.7,157.5,136.7,148.6
Toronto C08,163.1,146.2,165.2,178.0,163.3
Toronto C09,127.2,116.1,135.9,154.5,135.3
Toronto C10,178.9,167.4,167.4,208.2,183.9
Toronto C11,153.3,153.5,175.2,118.9,153.0
Toronto C12,150.4,141.7,168.4,160.2,172.5
Toronto C13,152.3,162.9,152.1,151.9,140.7
Toronto C14,169.1,188.9,188.9,218.0,158.1
Toronto C15,159.4,176.6,162.6,171.9,138.5
Toronto E01,187.8,184.2,194.4,202.6,176.0
Toronto E02,179.4,168.4,187.5,159.1,170.0
Toronto E03,159.2,160.6,161.0,-,131.1
Toronto E04,164.7,169.4,163.3,160.9,166.3
Toronto E05,153.5,173.2,167.9,154.6,130.6
Toronto E06,174.4,175.7,180.4,-,154.5
Toronto E07,166.1,179.6,172.9,159.3,149.2
Toronto E08,155.4,168.0,153.8,156.2,128.6
Toronto E09,152.4,163.6,152.2,146.8,140.3
Toronto E10,158.2,159.9,156.7,162.9,122.4
Toronto E11,149.1,168.9,160.7,118.3,121.5
