area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,156.2,149.5,159.3,212.7,142.8
Toronto W02,177.1,175.0,198.8,133.9,115.4
Toronto W03,154.2,154.6,159.9,-,128.7
Toronto W04,135.4,142.9,139.9,144.5,117.3
Toronto W05,134.5,141.6,133.0,133.0,126.8
Toronto W06,143.8,157.0,139.9,171.3,130.2
Toronto W07,142.7,149.2,138.8,145.8,104.9
Toronto W08,137.5,145.1,147.1,155.0,126.0
Toronto W09,135.2,152.6,137.0,147.7,107.8
Toronto W10,132.8,142.3,141.5,112.9,122.3
Toronto C01,175.4,190.4,192.5,160.9,173.1
Toronto C02,162.8,148.8,163.4,160.5,165.1
Toronto C03,162.7,159.6,167.9,-,166.5
Toronto C04,150.3,153.6,152.4,144.7,136.6
Toronto C06,159.2,164.3,151.1,133.7,151.3
Toronto C07,151.6,168.8,153.8,126.8,142.1
Toronto C08,156.4,158.3,162.9,163.3,155.5
Toronto C09,125.8,115.9,133.6,149.1,133.3
Toronto C10,170.8,154.2,162.1,206.3,175.5
Toronto C11,133.0,141.4,158.7,117.9,123.5
Toronto C12,148.5,141.7,159.1,155.6,164.8
Toronto C13,146.6,156.1,148.5,147.3,136.9
Toronto C14,163.2,177.7,175.5,214.0,154.1
Toronto C15,149.4,166.5,152.7,162.8,127.6
Toronto E01,178.1,175.4,182.6,189.4,177.1
Toronto E02,159.1,152.6,166.2,151.0,159.6
Toronto E03,154.4,155.3,157.5,-,130.1
Toronto E04,149.3,156.1,155.2,147.4,141.4
Toronto E05,143.7,157.8,155.6,146.4,127.5
Toronto E06,161.1,160.8,166.6,-,147.9
Toronto E07,150.3,155.2,153.7,157.9,138.2
Toronto E08,141.3,153.5,146.2,142.1,116.6
Toronto E09,141.1,149.4,145.6,129.7,133.0
Toronto E10,148.1,151.2,153.5,141.0,98.9
Toronto E11,140.9,158.3,150.5,111.3,114.7
