area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,163.9,161.5,172.1,214.0,144.8
Toronto W02,182.8,181.2,205.2,139.6,123.0
Toronto W03,161.6,163.5,169.4,-,123.2
Toronto W04,143.4,150.0,147.2,143.4,126.7
Toronto W05,139.7,149.1,139.8,123.7,133.1
Toronto W06,148.9,168.9,150.4,156.4,131.0
Toronto W07,151.9,159.5,151.2,123.0,102.5
Toronto W08,139.6,151.5,156.7,137.8,125.1
Toronto W09,142.3,158.4,143.4,146.3,114.8
Toronto W10,137.1,147.8,147.1,116.9,124.6
Toronto C01,180.8,192.6,197.0,169.3,178.4
Toronto C02,172.2,157.6,178.0,171.4,171.1
Toronto C03,170.7,166.8,178.2,-,172.9
Toronto C04,157.7,161.7,160.8,149.4,139.9
Toronto C06,166.9,171.0,156.2,136.6,162.1
Toronto C07,157.3,175.0,157.6,130.0,147.4
Toronto C08,166.5,167.4,171.4,178.7,165.6
Toronto C09,130.2,123.0,142.3,160.5,133.4
Toronto C10,178.4,166.5,175.5,219.9,179.7
Toronto C11,143.9,153.3,173.2,109.4,133.7
Toronto C12,149.6,144.0,165.9,142.3,170.2
Toronto C13,150.6,159.9,150.1,139.4,142.1
Toronto C14,170.4,182.1,176.7,211.7,163.1
Toronto C15,155.1,175.7,163.0,163.9,131.1
Toronto E01,184.7,182.1,187.9,210.4,181.0
Toronto E02,168.9,161.1,176.1,167.8,164.9
Toronto E03,156.7,158.0,159.6,-,129.2
Toronto E04,155.4,161.1,158.0,155.8,151.5
Toronto E05,148.9,164.8,161.8,149.5,131.6
Toronto E06,169.4,170.4,177.0,-,151.2
Toronto E07,158.5,168.5,162.8,160.5,144.0
Toronto E08,149.1,161.3,152.8,149.6,122.7
Toronto E09,146.8,155.7,148.0,137.9,138.1
Toronto E10,152.1,154.5,155.6,150.6,106.7
Toronto E11,142.4,161.3,153.5,112.4,112.2
