area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,185.7,206.9,224.4,196.9,153.7
Toronto W02,228.1,237.7,274.0,172.0,155.8
Toronto W03,228.0,236.2,236.2,138.6,159.6
Toronto W04,199.4,209.5,205.2,184.8,168.3
Toronto W05,191.1,208.8,193.1,199.8,159.6
Toronto W06,177.8,229.8,192.0,216.9,132.4
Toronto W07,198.4,210.9,195.3,151.7,113.8
Toronto W08,173.2,191.3,192.5,179.5,153.6
Toronto W09,194.4,205.6,185.8,198.8,169.8
Toronto W10,185.2,206.7,201.1,161.9,149.0
Toronto C01,205.8,225.1,243.9,197.0,199.3
Toronto C02,214.7,202.8,233.3,214.3,200.0
Toronto C03,235.0,230.4,244.5,-,231.5
Toronto C04,207.0,214.3,221.2,185.4,165.0
Toronto C06,232.5,256.4,209.0,-,201.3
Toronto C07,218.3,280.2,211.7,176.7,172.2
Toronto C08,189.3,177.5,217.4,189.1,187.8
Toronto C09,143.3,132.1,150.2,169.7,150.5
Toronto C10,223.2,248.0,246.7,251.5,206.0
Toronto C11,201.0,194.1,218.2,136.7,208.2
Toronto C12,197.7,193.8,231.0,218.2,196.8
Toronto C13,213.0,250.1,225.4,200.7,167.0
Toronto C14,202.8,281.6,233.2,239.2,167.7
Toronto C15,217.2,282.1,249.5,222.4,156.9
Toronto E01,244.0,245.9,256.4,215.4,205.9
Toronto E02,224.0,201.5,238.9,218.5,215.4
Toronto E03,220.8,230.0,216.5,-,158.7
Toronto E04,214.6,230.3,222.2,192.8,187.2
Toronto E05,217.5,248.2,241.6,225.5,168.9
Toronto E06,226.4,230.6,224.8,206.6,196.7
Toronto E07,222.6,257.6,243.7,235.3,183.3
Toronto E08,203.7,220.8,195.5,191.8,166.6
Toronto E09,200.3,228.2,208.8,206.1,166.5
Toronto E10,218.8,219.6,207.4,232.0,155.4
Toronto E11,208.8,230.1,223.9,176.2,174.0
