area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,187.8,208.7,232.0,205.7,154.9
Toronto W02,228.8,234.4,272.2,178.0,161.6
Toronto W03,237.5,246.3,245.4,144.7,166.6
Toronto W04,210.2,221.8,218.2,193.4,171.8
Toronto W05,196.5,214.1,199.7,207.2,163.9
Toronto W06,190.1,252.5,207.8,243.1,135.9
Toronto W07,215.0,228.5,209.7,159.4,121.9
Toronto W08,180.9,199.0,200.5,190.2,161.0
Toronto W09,202.7,212.4,187.6,208.7,183.0
Toronto W10,199.9,220.6,211.7,193.2,163.9
Toronto C01,220.6,224.9,247.5,209.7,216.3
Toronto C02,222.6,207.1,233.8,210.2,216.3
Toronto C03,242.1,241.2,250.3,-,228.2
Toronto C04,222.1,231.0,232.8,194.6,173.4
Toronto C06,238.9,265.9,211.3,-,203.9
Toronto C07,226.9,295.3,216.4,192.6,176.3
Toronto C08,197.7,177.7,216.9,210.5,197.2
Toronto C09,139.1,130.0,144.2,169.9,143.2
Toronto C10,226.5,252.2,244.7,248.6,209.6
Toronto C11,206.6,196.5,222.6,142.0,217.0
Toronto C12,200.8,195.8,232.4,239.9,192.5
Toronto C13,213.1,243.9,225.2,217.5,173.5
Toronto C14,218.2,300.4,246.8,257.2,182.5
Toronto C15,227.3,302.3,263.9,236.3,161.5
Toronto E01,247.8,245.8,259.0,240.7,216.2
Toronto E02,225.2,199.9,239.2,245.8,224.9
Toronto E03,231.3,244.8,224.6,-,160.2
Toronto E04,221.6,228.6,227.8,199.9,213.0
Toronto E05,226.0,255.5,254.2,229.2,178.3
Toronto E06,235.0,238.4,238.5,219.3,205.5
Toronto E07,228.6,263.4,251.1,231.5,191.5
Toronto E08,215.2,228.8,205.4,203.9,186.0
Toronto E09,208.1,232.5,211.8,222.3,179.1
Toronto E10,233.6,234.0,223.0,247.1,171.5
Toronto E11,219.6,240.9,234.3,184.1,189.3
