area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,173.3,181.9,196.7,195.2,153.2
Toronto W02,205.4,210.9,242.3,166.7,146.9
Toronto W03,206.7,211.8,214.6,135.5,148.8
Toronto W04,182.7,190.6,192.3,183.9,155.9
Toronto W05,172.0,185.5,172.3,177.7,149.4
Toronto W06,160.5,203.2,169.9,175.9,123.2
Toronto W07,178.7,188.8,175.7,127.1,108.2
Toronto W08,158.1,172.4,174.4,150.6,143.7
Toronto W09,177.2,184.9,170.6,190.5,159.8
Toronto W10,171.5,188.5,180.4,163.9,141.3
Toronto C01,194.8,198.0,217.9,186.7,190.6
Toronto C02,197.6,182.5,211.0,201.0,189.2
Toronto C03,211.9,205.3,220.8,-,218.4
Toronto C04,194.1,200.8,204.1,168.8,157.7
Toronto C06,201.0,215.3,193.9,-,183.7
Toronto C07,193.3,236.8,187.2,159.1,160.0
Toronto C08,179.4,157.2,191.9,181.1,179.9
Toronto C09,143.2,130.9,148.1,160.0,153.5
Toronto C10,205.2,209.2,205.4,239.5,202.0
Toronto C11,189.1,185.3,211.0,117.8,193.7
Toronto C12,177.5,169.6,203.3,203.7,188.0
Toronto C13,184.8,203.0,190.6,182.0,160.6
Toronto C14,188.1,237.1,205.9,227.1,164.5
Toronto C15,192.4,237.0,214.3,199.2,148.6
Toronto E01,232.8,235.5,243.2,210.7,200.1
Toronto E02,212.6,191.8,223.6,208.2,209.7
Toronto E03,210.1,217.7,207.2,-,158.8
Toronto E04,193.1,200.8,194.6,190.7,182.8
Toronto E05,192.7,213.9,208.9,201.0,159.8
Toronto E06,208.5,210.4,210.0,201.7,192.3
Toronto E07,204.0,234.9,222.6,208.9,169.5
Toronto E08,190.0,202.7,182.2,189.1,160.4
Toronto E09,183.1,203.5,187.2,185.7,159.2
Toronto E10,201.3,202.8,194.8,205.1,146.4
Toronto E11,187.8,204.7,199.2,155.9,167.0
