area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,180.1,197.2,217.5,194.9,150.9
Toronto W02,226.2,235.9,271.1,172.8,153.5
Toronto W03,224.5,232.3,232.4,135.9,156.4
Toronto W04,195.7,205.9,203.0,185.4,162.7
Toronto W05,186.7,203.3,188.9,195.2,155.9
Toronto W06,174.6,224.5,192.2,212.0,129.1
Toronto W07,195.7,207.2,195.8,146.5,115.7
Toronto W08,170.3,187.2,192.3,172.7,152.1
Toronto W09,189.2,201.3,182.5,190.5,163.9
Toronto W10,180.9,202.8,196.7,157.5,144.2
Toronto C01,206.8,218.8,240.5,199.3,201.0
Toronto C02,211.1,198.4,230.0,217.0,195.0
Toronto C03,231.0,225.6,241.6,-,228.7
Toronto C04,206.6,214.6,217.5,193.4,162.3
Toronto C06,227.4,248.1,203.1,-,201.7
Toronto C07,212.3,270.9,205.2,184.4,167.4
Toronto C08,186.1,172.8,210.3,193.0,184.7
Toronto C09,140.2,127.7,144.2,172.9,147.9
Toronto C10,219.5,241.6,238.4,257.3,203.8
Toronto C11,194.9,188.7,212.7,135.5,201.6
Toronto C12,196.3,192.0,225.0,224.6,191.4
Toronto C13,210.8,246.0,221.8,204.6,167.2
Toronto C14,204.7,272.0,227.4,238.5,174.7
Toronto C15,212.1,272.3,239.8,220.5,155.8
Toronto E01,243.1,245.4,253.9,224.3,209.5
Toronto E02,218.5,195.6,230.6,225.2,210.9
Toronto E03,216.8,227.4,210.3,-,157.7
Toronto E04,207.9,222.5,213.4,188.1,183.7
Toronto E05,211.0,239.1,233.8,220.3,166.4
Toronto E06,224.6,228.1,225.0,199.5,199.4
Toronto E07,219.4,253.9,238.9,227.9,182.2
Toronto E08,200.4,217.2,192.6,185.9,164.9
Toronto E09,196.5,223.1,203.3,201.2,164.4
Toronto E10,213.4,214.4,203.7,223.9,153.1
Toronto E11,203.7,224.5,217.8,173.0,172.8
