area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,314.6,325.3,340.8,289.4,306.0
Toronto W02,375.9,354.1,397.9,405.8,362.0
Toronto W03,377.1,386.0,384.4,294.1,355.2
Toronto W04,352.7,337.3,329.1,305.3,380.6
Toronto W05,325.4,331.7,318.2,322.0,332.6
Toronto W06,291.4,384.4,355.5,359.5,235.0
Toronto W07,315.0,336.7,336.9,261.7,181.6
Toronto W08,293.7,305.7,338.6,343.4,276.1
Toronto W09,317.8,328.9,347.2,263.3,317.1
Toronto W10,364.7,345.0,347.3,413.1,375.8
Toronto C01,351.6,409.0,403.1,336.3,347.0
Toronto C02,317.2,304.9,322.3,312.5,313.6
Toronto C03,370.4,352.3,362.5,-,400.1
Toronto C04,301.5,309.8,315.9,-,263.4
Toronto C06,327.9,330.3,321.9,302.7,326.8
Toronto C07,335.5,361.7,297.1,305.0,325.7
Toronto C08,306.7,334.6,345.4,334.7,303.2
Toronto C09,254.1,267.8,275.6,289.1,235.3
Toronto C10,316.4,305.2,300.3,288.7,323.8
Toronto C11,362.9,328.1,353.4,315.1,382.9
Toronto C12,287.3,285.0,346.4,248.9,314.3
Toronto C13,327.1,335.9,322.9,298.8,319.6
Toronto C14,320.1,369.4,289.8,353.6,304.3
Toronto C15,330.4,346.5,295.1,337.7,326.3
Toronto E01,412.6,425.1,435.5,499.2,302.2
Toronto E02,361.5,321.6,382.5,385.7,314.8
Toronto E03,352.1,360.3,339.1,-,328.5
Toronto E04,353.0,341.6,353.4,308.3,391.1
Toronto E05,318.4,344.8,337.6,340.4,276.9
Toronto E06,349.5,359.9,355.6,329.0,305.3
Toronto E07,353.4,359.2,351.9,352.5,347.1
Toronto E08,353.2,340.7,303.1,325.2,383.1
Toronto E09,346.0,346.9,334.5,372.7,342.2
Toronto E10,361.5,347.9,351.6,409.1,338.0
Toronto E11,372.1,359.6,370.8,297.0,457.1
