area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,164.4,165.4,175.7,203.2,142.2
Toronto W02,173.6,173.0,193.8,138.2,114.0
Toronto W03,153.8,155.1,157.2,-,129.4
Toronto W04,138.3,146.0,142.1,137.6,121.4
Toronto W05,133.0,141.0,133.0,120.2,127.1
Toronto W06,147.0,164.6,154.0,157.0,129.6
Toronto W07,149.5,158.0,154.4,129.3,104.3
Toronto W08,137.4,148.2,157.6,137.7,124.3
Toronto W09,135.8,151.2,133.2,140.7,113.7
Toronto W10,133.7,142.6,142.1,108.1,125.5
Toronto C01,178.5,191.8,190.3,180.1,175.7
Toronto C02,169.9,156.3,171.4,183.4,170.6
Toronto C03,159.6,156.4,161.6,-,167.4
Toronto C04,156.7,159.0,159.3,150.8,146.7
Toronto C06,158.3,160.6,149.4,136.4,155.9
Toronto C07,154.8,165.6,151.2,129.0,150.6
Toronto C08,162.9,158.2,155.8,159.3,164.5
Toronto C09,132.4,120.9,136.4,173.4,140.1
Toronto C10,173.5,155.8,164.6,233.6,176.0
Toronto C11,130.2,145.9,156.9,113.9,115.9
Toronto C12,151.3,144.3,156.9,150.3,171.1
Toronto C13,146.2,153.4,150.1,166.3,137.4
Toronto C14,162.3,170.6,171.5,187.1,157.3
Toronto C15,151.5,170.2,156.6,164.0,129.3
Toronto E01,179.6,179.0,181.6,185.1,179.5
Toronto E02,162.6,158.2,168.5,147.0,165.6
Toronto E03,157.8,161.9,151.8,-,138.0
Toronto E04,148.8,153.9,151.3,156.6,143.5
Toronto E05,142.5,156.7,154.9,144.5,126.7
Toronto E06,166.6,166.9,171.0,-,151.3
Toronto E07,148.9,154.0,155.1,150.4,133.5
Toronto E08,146.4,159.2,152.0,150.4,120.7
Toronto E09,139.0,147.7,142.7,132.2,130.6
Toronto E10,149.1,152.4,152.9,140.2,103.0
Toronto E11,140.6,153.1,143.3,112.7,128.5
