area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,159.8,156.8,166.4,211.0,141.3
Toronto W02,171.7,169.6,192.7,131.8,114.7
Toronto W03,156.4,157.2,162.5,-,125.6
Toronto W04,136.1,145.1,141.4,141.3,114.8
Toronto W05,134.7,141.8,134.1,129.1,127.6
Toronto W06,144.4,161.7,149.3,154.6,128.0
Toronto W07,146.4,153.7,148.6,127.7,103.5
Toronto W08,137.7,148.3,154.6,137.5,124.5
Toronto W09,137.3,152.3,138.7,145.6,113.4
Toronto W10,135.3,144.2,143.1,109.7,126.9
Toronto C01,174.1,190.6,192.5,163.4,171.3
Toronto C02,165.4,156.8,173.4,159.5,161.3
Toronto C03,165.4,162.3,169.9,-,169.4
Toronto C04,152.2,155.0,152.5,143.6,141.1
Toronto C06,156.6,158.5,149.7,129.4,155.4
Toronto C07,154.6,165.3,153.3,122.5,150.6
Toronto C08,159.4,153.2,156.8,163.8,160.2
Toronto C09,128.2,120.5,137.4,149.9,133.3
Toronto C10,171.7,157.4,164.7,206.5,175.2
Toronto C11,131.7,146.4,162.2,107.2,117.5
Toronto C12,147.3,141.5,153.2,135.5,169.1
Toronto C13,143.4,151.7,146.7,132.5,135.1
Toronto C14,163.6,171.8,174.1,200.0,157.9
Toronto C15,150.4,163.1,150.9,161.1,134.1
Toronto E01,177.5,175.4,180.5,189.7,178.7
Toronto E02,163.4,158.3,170.2,153.2,161.5
Toronto E03,152.4,154.4,152.7,-,130.5
Toronto E04,149.0,150.0,149.6,155.3,152.0
Toronto E05,142.7,154.1,153.0,143.8,130.5
Toronto E06,161.7,162.6,166.0,-,148.1
Toronto E07,149.5,154.5,154.0,152.1,137.0
Toronto E08,143.1,154.5,147.2,148.8,118.1
Toronto E09,138.0,145.3,139.5,130.3,131.2
Toronto E10,143.7,146.2,146.5,139.0,101.5
Toronto E11,140.9,153.1,143.9,116.0,129.1
