area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,162.5,162.0,171.3,207.8,141.6
Toronto W02,171.4,169.7,192.5,134.2,113.4
Toronto W03,155.7,156.3,162.1,-,126.9
Toronto W04,136.8,146.2,144.0,139.9,114.7
Toronto W05,134.5,142.0,134.0,123.0,129.2
Toronto W06,144.8,163.0,151.7,154.4,127.1
Toronto W07,147.9,155.9,151.1,127.6,103.1
Toronto W08,136.7,146.9,155.2,136.4,124.1
Toronto W09,138.8,149.7,135.4,143.4,122.2
Toronto W10,134.2,143.5,141.9,108.6,125.1
Toronto C01,177.0,193.6,192.3,165.8,174.7
Toronto C02,163.3,155.7,168.7,169.5,159.2
Toronto C03,162.6,160.0,165.9,-,164.9
Toronto C04,152.9,155.3,152.1,148.6,143.5
Toronto C06,157.3,159.4,151.5,133.1,155.0
Toronto C07,153.5,165.9,153.6,126.2,147.8
Toronto C08,159.9,156.1,160.3,163.4,160.2
Toronto C09,123.7,117.8,133.5,159.7,125.0
Toronto C10,173.0,158.3,165.4,213.5,176.2
Toronto C11,131.4,142.8,155.8,107.2,120.6
Toronto C12,145.7,138.4,152.8,142.4,167.2
Toronto C13,143.2,151.2,147.8,138.4,134.6
Toronto C14,162.1,171.3,175.3,196.0,156.1
Toronto C15,152.2,165.3,153.3,162.2,136.4
Toronto E01,180.9,179.3,183.8,187.8,179.0
Toronto E02,165.0,161.7,172.1,154.0,157.8
Toronto E03,152.7,155.9,152.4,-,125.9
Toronto E04,149.4,152.0,150.4,156.7,149.5
Toronto E05,142.8,154.5,152.6,144.3,130.3
Toronto E06,162.4,163.0,166.1,-,143.7
Toronto E07,148.1,154.0,153.6,149.1,133.4
Toronto E08,143.0,155.2,146.8,150.1,116.9
Toronto E09,138.9,147.7,141.5,130.7,130.5
Toronto E10,145.1,148.0,147.9,139.1,100.2
Toronto E11,141.4,153.8,146.4,113.9,128.0
