area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,275.9,359.7,380.5,302.2,339.2
Toronto W02,373.9,426.3,459.5,553.6,363.5
Toronto W03,400.0,407.0,423.0,462.1,350.0
Toronto W04,376.0,390.4,363.9,350.5,434.7
Toronto W05,387.3,365.6,358.1,406.8,511.4
Toronto W06,334.3,408.6,359.6,339.6,318.3
Toronto W07,323.2,346.9,317.7,415.9,143.5
Toronto W08,267.8,328.6,332.6,304.7,342.3
Toronto W09,390.3,341.6,392.4,307.3,457.5
Toronto W10,398.1,377.6,373.6,410.8,481.0
Toronto C01,352.7,429.5,414.4,393.2,374.2
Toronto C02,273.7,290.4,318.0,331.3,334.8
Toronto C03,304.5,322.8,396.8,341.1,323.8
Toronto C04,331.3,356.7,357.9,-,330.1
Toronto C06,282.5,377.5,351.2,317.9,374.1
Toronto C07,344.4,400.9,354.8,320.1,357.3
Toronto C08,333.7,401.7,382.2,466.5,361.7
Toronto C09,297.5,282.5,301.3,314.9,322.2
Toronto C10,282.7,372.8,371.3,319.6,318.1
Toronto C11,350.1,333.3,340.1,539.7,377.0
Toronto C12,327.8,345.2,362.9,355.3,373.9
Toronto C13,348.4,394.0,352.5,387.5,293.8
Toronto C14,376.6,414.0,356.4,396.8,381.9
Toronto C15,318.2,415.4,366.6,405.5,342.8
Toronto E01,405.4,457.6,447.5,531.7,360.7
Toronto E02,378.1,384.1,419.7,374.9,367.6
Toronto E03,390.0,405.5,377.2,-,426.3
Toronto E04,428.4,423.9,401.3,364.1,494.5
Toronto E05,390.1,400.6,393.6,387.8,365.3
Toronto E06,395.9,405.8,381.8,382.3,424.9
Toronto E07,384.7,406.3,412.1,424.8,393.2
Toronto E08,396.3,390.7,353.6,375.3,358.7
Toronto E09,418.2,429.5,396.7,413.2,427.0
Toronto E10,369.9,383.3,368.5,446.0,313.5
Toronto E11,426.6,415.3,446.9,441.0,455.0
