area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,254.7,319.6,335.3,305.4,334.2
Toronto W02,351.8,405.6,416.0,522.4,357.7
Toronto W03,377.2,383.6,396.3,449.9,348.9
Toronto W04,355.9,362.1,324.5,358.3,431.8
Toronto W05,353.5,328.3,323.4,383.1,480.5
Toronto W06,316.6,395.8,360.8,335.1,293.1
Toronto W07,312.8,333.8,315.3,414.0,136.7
Toronto W08,251.5,309.4,327.4,301.3,325.8
Toronto W09,348.1,294.4,399.2,305.7,451.8
Toronto W10,358.8,324.9,333.9,405.3,456.0
Toronto C01,319.2,351.3,339.5,378.4,345.4
Toronto C02,260.1,284.7,316.8,316.8,310.4
Toronto C03,291.7,310.3,384.5,329.9,309.2
Toronto C04,303.1,329.5,326.0,-,315.6
Toronto C06,260.9,345.5,322.7,339.4,361.3
Toronto C07,323.0,361.9,322.2,341.9,360.9
Toronto C08,305.9,396.7,369.6,458.5,330.1
Toronto C09,276.7,266.3,279.9,287.8,316.2
Toronto C10,255.3,333.8,344.5,288.1,300.2
Toronto C11,326.4,309.1,317.6,515.7,374.3
Toronto C12,297.0,310.3,312.1,339.0,347.9
Toronto C13,316.5,354.3,318.4,379.6,277.1
Toronto C14,329.6,362.8,314.8,353.6,333.6
Toronto C15,289.5,366.8,328.0,366.8,332.4
Toronto E01,365.4,422.1,406.5,519.6,311.3
Toronto E02,345.0,349.1,375.0,357.6,351.2
Toronto E03,349.0,361.7,336.8,-,409.0
Toronto E04,401.3,391.4,369.0,366.4,477.7
Toronto E05,374.5,383.0,378.7,372.2,363.8
Toronto E06,355.0,361.1,342.7,389.8,408.9
Toronto E07,351.1,377.5,378.9,367.2,354.9
Toronto E08,367.9,356.9,321.5,380.1,349.9
Toronto E09,396.6,395.9,365.8,396.3,431.1
Toronto E10,346.6,363.0,346.0,424.7,286.6
Toronto E11,399.2,393.1,427.5,393.0,427.9
