area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,282.5,369.9,385.9,313.8,353.5
Toronto W02,344.8,380.2,409.4,553.5,383.5
Toronto W03,412.5,424.0,432.8,463.6,369.7
Toronto W04,389.0,401.0,361.9,362.3,462.7
Toronto W05,381.4,356.4,350.2,408.8,521.9
Toronto W06,338.6,420.1,387.0,338.9,315.8
Toronto W07,331.7,356.0,344.6,414.4,138.6
Toronto W08,270.0,333.0,351.1,306.0,346.5
Toronto W09,385.4,337.8,405.5,314.9,451.3
Toronto W10,387.5,355.4,363.1,429.6,487.7
Toronto C01,342.0,427.6,412.0,400.0,360.4
Toronto C02,271.7,304.3,314.9,339.4,326.7
Toronto C03,321.4,343.4,425.6,340.1,323.7
Toronto C04,321.4,347.1,341.2,-,343.2
Toronto C06,275.0,366.1,342.2,327.7,375.7
Toronto C07,341.9,385.4,342.2,330.8,377.4
Toronto C08,325.4,391.4,366.2,458.9,354.7
Toronto C09,276.2,258.8,281.4,309.0,328.9
Toronto C10,274.3,354.6,361.0,321.4,320.2
Toronto C11,327.5,309.7,313.8,515.4,409.5
Toronto C12,315.3,331.6,342.7,353.5,367.5
Toronto C13,336.4,381.5,341.8,383.1,290.7
Toronto C14,350.8,393.8,339.2,382.0,350.8
Toronto C15,313.0,404.2,359.5,396.7,346.2
Toronto E01,388.5,442.2,426.0,517.6,359.4
Toronto E02,365.0,369.7,400.4,362.8,366.7
Toronto E03,390.1,406.6,374.0,-,429.9
Toronto E04,412.9,393.0,393.2,411.4,503.6
Toronto E05,380.3,385.8,386.7,377.0,376.8
Toronto E06,389.0,398.0,381.8,434.4,424.3
Toronto E07,375.4,385.5,392.1,425.4,404.1
Toronto E08,396.6,385.0,360.0,427.0,374.0
Toronto E09,408.5,409.4,377.1,423.0,440.2
Toronto E10,367.7,381.8,368.2,445.3,320.1
Toronto E11,415.5,407.4,438.1,441.8,425.5
