area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,276.9,360.4,375.8,314.7,348.9
Toronto W02,351.7,392.9,418.9,551.5,375.0
Toronto W03,398.9,407.4,418.5,471.4,363.3
Toronto W04,378.1,388.2,358.1,366.3,448.8
Toronto W05,371.2,343.2,338.8,410.0,519.6
Toronto W06,331.0,409.0,384.2,342.4,306.3
Toronto W07,323.2,344.7,337.4,420.1,139.0
Toronto W08,263.3,323.7,343.7,308.9,339.6
Toronto W09,388.3,336.6,396.7,315.5,475.6
Toronto W10,381.0,346.0,357.5,426.5,486.0
Toronto C01,341.8,421.2,408.5,394.3,361.8
Toronto C02,265.2,297.9,312.1,323.7,316.4
Toronto C03,314.2,339.1,410.1,343.7,308.5
Toronto C04,316.5,342.2,336.3,-,332.2
Toronto C06,279.2,372.5,361.3,336.3,379.2
Toronto C07,342.4,386.0,344.1,339.7,376.8
Toronto C08,337.0,381.0,358.6,460.3,370.7
Toronto C09,279.7,266.5,285.6,313.4,321.9
Toronto C10,278.3,368.3,380.9,315.9,317.2
Toronto C11,329.8,311.2,324.0,515.7,394.0
Toronto C12,311.8,329.1,332.8,352.5,350.9
Toronto C13,339.3,388.4,352.8,387.3,283.8
Toronto C14,352.2,387.6,332.6,369.2,361.2
Toronto C15,303.9,383.7,340.4,405.0,343.5
Toronto E01,376.0,426.8,411.6,517.9,353.5
Toronto E02,361.3,362.3,394.0,355.5,380.8
Toronto E03,376.5,389.1,363.4,-,440.8
Toronto E04,411.7,394.9,385.2,391.6,505.0
Toronto E05,375.2,381.5,382.1,372.9,370.6
Toronto E06,390.9,399.1,386.3,415.3,443.1
Toronto E07,368.5,381.9,386.2,411.2,397.5
Toronto E08,395.2,384.1,359.9,404.1,376.4
Toronto E09,406.8,408.8,380.0,413.2,440.0
Toronto E10,342.4,353.6,334.3,436.2,313.8
Toronto E11,406.0,394.7,427.7,426.8,423.7
