area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,266.5,339.6,361.2,312.4,345.1
Toronto W02,351.0,391.4,422.6,539.0,373.4
Toronto W03,385.6,394.3,400.2,468.0,365.1
Toronto W04,369.9,380.2,347.2,362.0,443.9
Toronto W05,367.6,339.5,332.8,410.9,507.2
Toronto W06,326.8,407.7,376.4,346.4,301.2
Toronto W07,321.2,344.0,331.0,421.6,135.6
Toronto W08,258.9,321.3,338.7,308.6,332.0
Toronto W09,371.3,318.9,398.5,313.1,464.1
Toronto W10,376.1,334.3,346.7,400.3,505.8
Toronto C01,335.6,400.0,388.9,388.9,357.8
Toronto C02,262.6,288.4,312.3,327.7,315.9
Toronto C03,299.1,322.9,382.9,333.5,298.6
Toronto C04,309.6,338.1,339.0,-,314.4
Toronto C06,268.4,357.1,336.5,345.7,366.4
Toronto C07,334.7,374.9,336.7,347.1,372.2
Toronto C08,314.7,419.4,388.2,452.2,338.7
Toronto C09,285.0,273.2,290.9,307.1,325.2
Toronto C10,266.8,354.8,368.7,306.2,304.4
Toronto C11,334.9,319.7,327.0,501.9,391.4
Toronto C12,306.5,322.9,325.6,340.8,345.4
Toronto C13,325.5,369.8,334.3,374.2,279.1
Toronto C14,347.6,383.5,332.8,354.9,355.2
Toronto C15,302.6,384.7,342.3,402.4,340.5
Toronto E01,376.0,433.9,415.0,522.7,337.9
Toronto E02,359.2,362.7,391.8,364.6,356.6
Toronto E03,364.1,377.9,353.3,-,418.6
Toronto E04,395.1,373.6,374.4,365.5,505.8
Toronto E05,370.2,372.8,376.1,371.5,372.7
Toronto E06,374.8,384.0,377.6,388.0,411.1
Toronto E07,361.0,371.5,378.2,396.2,396.6
Toronto E08,379.1,365.4,353.3,381.6,367.2
Toronto E09,391.9,386.1,359.6,402.2,439.8
Toronto E10,331.0,339.5,324.9,438.4,310.5
Toronto E11,404.7,392.6,431.6,420.4,435.8
