area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,261.5,332.8,350.1,302.5,340.5
Toronto W02,342.3,380.5,415.6,528.0,362.2
Toronto W03,370.7,377.7,383.4,454.5,354.9
Toronto W04,359.3,368.8,338.3,355.1,431.6
Toronto W05,356.5,332.8,327.1,393.0,473.6
Toronto W06,317.7,379.4,341.5,338.8,307.0
Toronto W07,300.8,322.5,300.2,410.4,134.6
Toronto W08,250.4,306.9,313.4,303.4,329.2
Toronto W09,363.5,309.4,390.9,303.4,476.8
Toronto W10,364.0,330.8,335.7,397.5,466.5
Toronto C01,321.9,370.7,359.2,378.6,345.4
Toronto C02,252.3,275.0,298.2,319.4,309.2
Toronto C03,285.3,303.7,367.4,333.7,306.2
Toronto C04,308.1,336.3,328.8,-,316.0
Toronto C06,266.2,355.5,337.2,325.2,364.4
Toronto C07,330.9,373.3,333.5,329.5,368.7
Toronto C08,317.2,421.6,395.0,452.8,341.9
Toronto C09,290.6,284.7,303.2,307.9,316.2
Toronto C10,258.5,346.7,355.3,300.1,300.1
Toronto C11,340.0,328.9,340.4,500.8,388.0
Toronto C12,301.4,317.7,310.6,332.9,347.4
Toronto C13,321.6,365.1,329.1,372.7,276.0
Toronto C14,349.3,376.3,325.5,348.8,364.8
Toronto C15,295.6,374.9,334.5,383.9,337.2
Toronto E01,375.6,435.4,414.4,518.9,338.5
Toronto E02,351.0,355.3,380.4,363.9,353.6
Toronto E03,357.3,371.7,348.6,-,409.3
Toronto E04,398.1,384.1,376.8,354.4,488.6
Toronto E05,368.0,372.7,372.2,371.0,365.2
Toronto E06,374.4,384.2,361.8,376.8,408.1
Toronto E07,357.0,370.4,375.7,406.9,381.4
Toronto E08,375.6,367.5,341.5,368.4,350.6
Toronto E09,390.3,385.0,358.9,400.0,435.0
Toronto E10,341.7,355.5,347.2,432.7,289.7
Toronto E11,404.6,390.3,429.6,431.8,429.7
