area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,284.9,378.2,393.3,309.4,347.8
Toronto W02,364.7,409.4,442.8,555.5,379.3
Toronto W03,410.4,419.3,431.9,468.7,365.5
Toronto W04,392.6,403.2,375.7,359.5,464.8
Toronto W05,383.4,356.6,350.5,410.7,526.6
Toronto W06,351.6,439.3,394.0,342.9,328.7
Toronto W07,344.2,373.1,347.3,420.6,138.8
Toronto W08,272.1,338.2,354.7,311.4,340.6
Toronto W09,385.3,337.6,404.3,305.9,458.2
Toronto W10,391.0,361.9,372.7,409.7,491.9
Toronto C01,345.3,400.2,384.0,423.4,368.7
Toronto C02,269.5,291.0,312.3,336.0,328.1
Toronto C03,311.8,327.9,404.3,354.2,347.1
Toronto C04,331.3,356.5,356.1,-,361.3
Toronto C06,283.3,381.2,357.9,327.6,372.4
Toronto C07,347.8,400.6,360.4,327.4,369.4
Toronto C08,332.0,424.1,396.5,466.9,358.7
Toronto C09,297.6,275.5,299.8,323.5,357.4
Toronto C10,282.3,362.1,371.1,329.2,325.4
Toronto C11,343.9,329.6,336.3,537.9,405.1
Toronto C12,331.2,347.5,364.6,352.1,395.4
Toronto C13,354.8,399.5,359.1,393.6,304.2
Toronto C14,356.6,408.6,360.5,412.2,344.4
Toronto C15,317.7,405.8,362.5,418.4,350.7
Toronto E01,404.3,462.3,445.1,531.5,364.5
Toronto E02,377.6,380.6,413.3,373.4,372.9
Toronto E03,399.1,416.2,383.2,-,442.7
Toronto E04,421.6,402.6,399.6,412.0,517.6
Toronto E05,392.1,398.6,397.3,391.5,377.5
Toronto E06,393.3,400.6,387.9,430.8,431.9
Toronto E07,385.2,400.8,408.0,438.1,406.4
Toronto E08,400.3,385.1,364.0,426.0,381.9
Toronto E09,415.4,420.1,390.5,432.6,438.5
Toronto E10,366.5,376.5,362.5,458.8,327.7
Toronto E11,423.2,410.8,446.9,453.8,429.7
