area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,251.6,314.0,314.7,302.2,321.3
Toronto W02,353.6,374.2,408.2,361.3,355.3
Toronto W03,389.5,378.5,395.2,365.5,366.1
Toronto W04,346.2,339.1,329.4,308.3,447.6
Toronto W05,378.2,328.5,322.4,359.4,523.8
Toronto W06,336.9,393.6,386.3,379.8,309.1
Toronto W07,309.7,331.4,327.9,415.5,129.9
Toronto W08,251.2,305.0,326.5,325.3,287.7
Toronto W09,333.4,318.1,346.1,295.1,367.9
Toronto W10,355.6,327.1,336.9,411.0,446.8
Toronto C01,328.3,391.6,364.8,360.4,352.7
Toronto C02,323.0,330.4,350.3,275.1,289.3
Toronto C03,277.1,295.3,413.2,-,278.6
Toronto C04,293.7,317.3,357.2,-,285.1
Toronto C06,279.6,404.9,309.7,311.9,393.6
Toronto C07,297.1,487.3,351.4,291.4,329.9
Toronto C08,309.2,332.4,354.3,378.9,340.1
Toronto C09,274.3,255.7,274.1,289.8,312.1
Toronto C10,289.6,338.6,327.8,257.3,307.5
Toronto C11,338.8,302.0,315.9,462.3,367.1
Toronto C12,328.0,312.8,296.5,353.2,369.3
Toronto C13,288.9,326.5,321.6,413.1,290.0
Toronto C14,366.9,384.1,346.7,361.4,350.7
Toronto C15,298.8,393.9,312.9,360.2,343.6
Toronto E01,413.6,436.4,433.3,549.1,378.3
Toronto E02,401.1,408.3,397.8,443.2,338.3
Toronto E03,364.7,340.3,371.4,-,381.8
Toronto E04,415.1,398.6,364.7,360.4,407.8
Toronto E05,339.6,383.8,376.8,342.5,350.1
Toronto E06,386.0,404.3,377.7,367.7,369.4
Toronto E07,364.9,375.5,377.7,372.9,391.4
Toronto E08,357.7,358.0,328.8,360.3,371.7
Toronto E09,429.5,401.2,360.1,396.0,436.7
Toronto E10,365.5,373.4,358.2,406.1,291.4
Toronto E11,370.3,355.5,391.5,432.4,455.2
