area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,165.3,163.2,174.4,215.4,145.7
Toronto W02,183.3,181.5,205.1,143.1,124.2
Toronto W03,162.4,165.2,169.1,-,121.7
Toronto W04,143.0,150.5,145.0,143.6,125.8
Toronto W05,139.2,148.2,139.1,128.0,130.7
Toronto W06,150.3,173.4,156.9,160.1,128.1
Toronto W07,155.8,163.3,158.7,123.8,101.5
Toronto W08,141.0,153.4,163.0,137.3,125.5
Toronto W09,142.0,158.2,144.0,144.9,117.0
Toronto W10,138.0,149.0,148.0,115.7,125.4
Toronto C01,179.1,193.9,199.1,171.3,175.8
Toronto C02,169.9,158.7,181.3,176.4,163.4
Toronto C03,173.5,168.5,180.1,-,180.3
Toronto C04,158.4,162.8,164.4,150.1,138.3
Toronto C06,167.5,170.9,155.0,137.4,164.2
Toronto C07,157.6,175.8,158.7,131.6,146.9
Toronto C08,165.5,160.7,166.5,181.8,165.1
Toronto C09,130.5,125.6,144.3,160.6,130.9
Toronto C10,181.1,164.5,172.6,225.3,184.8
Toronto C11,144.7,155.2,174.6,114.8,133.4
Toronto C12,152.1,145.1,169.1,149.1,174.8
Toronto C13,152.0,160.5,148.9,142.6,144.6
Toronto C14,166.5,183.6,181.4,203.1,157.5
Toronto C15,155.3,174.2,162.0,165.0,133.0
Toronto E01,183.7,177.6,187.7,211.7,178.3
Toronto E02,170.8,161.5,178.1,170.4,166.7
Toronto E03,157.9,158.4,162.7,-,130.0
Toronto E04,155.7,160.9,159.0,157.6,152.7
Toronto E05,150.7,165.7,163.9,151.2,133.8
Toronto E06,170.1,170.9,176.0,-,152.4
Toronto E07,157.9,167.7,162.7,159.6,143.4
Toronto E08,150.7,162.6,154.2,151.9,124.4
Toronto E09,147.4,156.6,149.0,138.7,138.3
Toronto E10,153.9,156.0,156.4,151.3,118.3
Toronto E11,141.5,160.2,153.2,113.2,110.9
