area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,159.2,154.9,165.1,216.5,141.6
Toronto W02,175.6,172.3,197.8,131.3,118.2
Toronto W03,156.2,157.0,163.0,-,126.7
Toronto W04,138.0,144.3,141.4,144.3,123.2
Toronto W05,137.8,144.8,135.4,129.8,134.7
Toronto W06,143.2,158.9,140.2,164.8,128.1
Toronto W07,143.7,150.5,139.7,136.6,105.1
Toronto W08,138.0,145.8,147.4,148.4,127.2
Toronto W09,138.9,154.1,138.9,149.9,115.4
Toronto W10,134.0,143.1,142.0,113.7,124.4
Toronto C01,176.7,193.1,196.1,164.0,173.9
Toronto C02,164.9,154.7,170.1,160.0,162.8
Toronto C03,167.3,165.1,175.1,-,162.7
Toronto C04,153.7,157.1,155.4,142.4,139.6
Toronto C06,162.5,165.1,149.6,132.4,160.5
Toronto C07,152.9,169.2,153.2,126.1,144.2
Toronto C08,162.9,165.7,170.5,171.7,161.8
Toronto C09,124.5,117.1,135.6,145.2,128.9
Toronto C10,169.9,154.7,161.7,202.6,174.4
Toronto C11,133.9,144.0,161.8,113.1,122.7
Toronto C12,150.2,145.2,161.8,154.4,162.7
Toronto C13,148.8,160.6,153.6,143.0,136.4
Toronto C14,167.2,180.1,175.5,207.3,159.4
Toronto C15,151.8,172.1,158.8,163.1,127.1
Toronto E01,182.9,179.8,187.5,198.1,177.3
Toronto E02,162.4,154.1,169.7,159.2,159.4
Toronto E03,156.9,159.5,158.4,-,126.5
Toronto E04,148.6,157.3,153.3,148.6,137.2
Toronto E05,146.1,160.4,158.3,148.4,129.9
Toronto E06,164.5,165.8,168.8,-,144.5
Toronto E07,154.1,159.8,158.0,158.9,141.4
Toronto E08,144.9,157.9,149.1,142.9,118.9
Toronto E09,141.4,150.1,143.2,130.6,133.1
Toronto E10,149.7,153.1,154.7,141.9,103.3
Toronto E11,143.7,161.3,152.3,116.5,116.5
