area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,156.7,149.4,158.0,215.3,144.2
Toronto W02,173.0,169.4,195.0,130.3,114.0
Toronto W03,154.3,155.1,160.3,-,126.6
Toronto W04,133.9,143.0,140.1,144.9,111.8
Toronto W05,134.3,139.2,131.3,138.1,129.6
Toronto W06,144.1,157.9,143.1,165.5,130.3
Toronto W07,143.9,150.4,143.7,137.5,104.5
Toronto W08,137.6,145.7,149.1,148.6,126.1
Toronto W09,137.5,150.7,137.3,150.7,115.6
Toronto W10,131.9,141.2,140.5,112.9,121.6
Toronto C01,171.1,185.0,187.6,161.4,168.6
Toronto C02,160.3,149.4,164.9,153.8,159.4
Toronto C03,161.0,157.0,165.7,-,169.6
Toronto C04,148.7,151.6,155.8,147.0,134.6
Toronto C06,156.8,159.8,150.7,134.1,153.0
Toronto C07,150.0,166.7,154.6,126.8,140.3
Toronto C08,154.6,151.2,155.6,168.8,154.3
Toronto C09,125.6,117.1,134.2,141.7,132.2
Toronto C10,170.3,153.7,160.0,198.0,176.2
Toronto C11,131.2,142.0,157.4,115.9,119.9
Toronto C12,147.2,139.9,159.9,149.4,166.4
Toronto C13,144.9,153.0,145.6,143.4,136.8
Toronto C14,163.8,178.8,180.3,207.3,155.1
Toronto C15,150.1,166.6,152.2,163.8,129.1
Toronto E01,172.9,169.2,177.2,190.4,171.0
Toronto E02,156.9,150.8,162.8,156.2,163.3
Toronto E03,150.7,150.8,154.3,-,131.8
Toronto E04,148.2,153.9,151.3,149.4,145.0
Toronto E05,143.1,155.5,153.8,146.4,128.5
Toronto E06,163.5,162.2,170.2,-,149.8
Toronto E07,150.2,153.8,153.4,159.1,139.1
Toronto E08,142.1,153.9,147.8,144.2,117.7
Toronto E09,139.3,147.7,141.5,130.6,131.0
Toronto E10,144.6,147.0,148.0,141.6,99.6
Toronto E11,135.3,149.6,143.1,112.8,113.5
