area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,276.2,361.8,381.0,284.8,334.5
Toronto W02,367.5,403.2,444.9,519.7,350.0
Toronto W03,395.1,409.8,417.5,420.8,357.2
Toronto W04,373.9,382.9,344.6,340.5,427.5
Toronto W05,355.3,326.3,320.6,366.6,508.1
Toronto W06,317.8,386.7,358.9,319.0,290.1
Toronto W07,299.5,344.7,319.4,-,121.8
Toronto W08,257.2,310.9,332.9,294.8,318.0
Toronto W09,375.5,328.3,398.8,297.1,418.1
Toronto W10,380.0,343.6,338.4,416.7,443.6
Toronto C01,317.1,409.1,384.3,379.8,330.4
Toronto C02,271.2,296.7,319.0,307.0,318.7
Toronto C03,313.2,333.6,421.8,302.2,336.7
Toronto C04,305.1,334.4,340.2,-,339.2
Toronto C06,260.5,342.5,324.5,331.6,306.8
Toronto C07,316.8,364.8,331.5,328.2,336.7
Toronto C08,296.6,369.4,339.9,419.1,321.1
Toronto C09,301.6,281.9,305.7,272.9,327.1
Toronto C10,240.1,332.9,332.2,301.4,291.6
Toronto C11,342.7,329.9,325.7,477.6,348.7
Toronto C12,298.5,327.3,297.2,309.8,354.7
Toronto C13,314.5,351.7,334.0,355.6,282.1
Toronto C14,330.6,371.7,323.4,376.1,327.6
Toronto C15,290.6,377.4,333.6,392.1,320.3
Toronto E01,374.4,428.6,418.7,520.5,322.9
Toronto E02,361.3,386.9,396.9,341.1,340.8
Toronto E03,373.7,390.2,370.3,-,398.2
Toronto E04,386.9,367.5,364.2,364.3,478.2
Toronto E05,349.9,360.2,359.3,370.5,341.9
Toronto E06,358.8,371.4,350.0,374.5,390.8
Toronto E07,343.2,367.1,378.2,403.4,356.7
Toronto E08,375.9,360.8,309.8,387.4,372.1
Toronto E09,397.3,386.6,362.0,399.0,401.5
Toronto E10,356.4,363.8,350.8,429.5,283.1
Toronto E11,385.1,383.6,411.5,400.3,419.2
