area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,163.5,166.5,175.2,208.9,140.9
Toronto W02,192.4,189.6,220.7,142.2,130.2
Toronto W03,174.2,177.7,181.0,-,131.2
Toronto W04,153.4,161.0,158.3,138.9,135.3
Toronto W05,145.7,161.9,149.6,142.6,116.9
Toronto W06,152.1,183.7,151.1,153.1,126.2
Toronto W07,165.4,173.4,153.9,132.9,111.0
Toronto W08,149.3,162.6,166.1,138.3,134.5
Toronto W09,154.9,172.3,154.1,139.2,128.9
Toronto W10,144.3,157.3,153.2,124.9,126.4
Toronto C01,187.1,200.9,210.8,176.5,183.4
Toronto C02,178.0,162.8,181.0,173.0,179.7
Toronto C03,180.3,177.9,183.1,-,178.2
Toronto C04,167.3,172.2,173.2,159.1,144.6
Toronto C06,178.4,184.1,151.7,150.5,173.0
Toronto C07,165.0,190.8,166.1,142.9,147.0
Toronto C08,172.7,159.2,179.3,183.6,172.3
Toronto C09,135.6,123.4,142.8,160.8,145.3
Toronto C10,187.5,178.0,179.2,215.2,192.3
Toronto C11,160.3,161.2,183.6,121.5,159.4
Toronto C12,157.4,150.6,179.6,166.2,174.8
Toronto C13,159.9,174.4,163.4,153.9,143.8
Toronto C14,173.4,198.3,189.1,232.8,159.8
Toronto C15,166.7,190.2,173.6,178.6,140.7
Toronto E01,203.9,199.3,212.1,214.7,187.8
Toronto E02,188.8,175.3,198.3,167.7,179.9
Toronto E03,173.5,175.1,176.5,-,138.6
Toronto E04,175.0,180.5,176.2,171.3,174.4
Toronto E05,162.1,185.0,182.5,164.2,134.7
Toronto E06,185.0,185.6,191.4,-,165.8
Toronto E07,173.8,192.3,183.4,178.0,150.3
Toronto E08,162.4,175.7,162.0,166.3,134.0
Toronto E09,158.1,172.1,164.0,154.3,142.0
Toronto E10,164.6,166.0,163.0,170.1,130.1
Toronto E11,157.2,174.5,167.3,130.2,132.2
