area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,164.3,166.7,176.4,209.2,142.9
Toronto W02,191.5,194.3,217.3,149.8,137.7
Toronto W03,179.7,183.5,184.6,-,139.3
Toronto W04,158.7,164.8,159.2,140.5,147.5
Toronto W05,147.8,159.8,148.7,141.3,131.1
Toronto W06,152.4,182.4,153.1,166.4,125.6
Toronto W07,165.4,170.9,160.5,136.1,112.0
Toronto W08,147.5,158.7,164.6,146.5,135.0
Toronto W09,152.5,164.7,155.7,146.9,130.7
Toronto W10,149.9,163.7,161.3,137.1,127.3
Toronto C01,184.7,196.8,206.2,178.3,180.5
Toronto C02,187.2,173.8,197.7,185.5,182.6
Toronto C03,190.3,186.5,191.9,-,194.8
Toronto C04,167.1,171.6,171.5,156.1,145.7
Toronto C06,180.6,185.6,159.2,150.4,177.0
Toronto C07,167.6,195.6,166.9,143.3,146.6
Toronto C08,171.1,152.7,184.1,181.6,170.0
Toronto C09,135.7,131.0,152.8,173.5,135.3
Toronto C10,189.4,179.4,182.8,234.8,192.7
Toronto C11,171.9,174.5,200.1,120.6,169.1
Toronto C12,158.0,147.0,170.3,185.8,179.5
Toronto C13,161.0,171.3,159.0,182.2,147.7
Toronto C14,177.8,208.1,191.4,213.8,163.0
Toronto C15,171.5,195.6,181.2,182.5,142.3
Toronto E01,201.7,198.9,210.0,218.0,185.2
Toronto E02,185.0,171.0,194.9,167.5,183.6
Toronto E03,170.9,173.6,173.0,-,136.6
Toronto E04,175.0,181.2,173.1,174.8,172.2
Toronto E05,168.6,189.3,185.4,172.3,142.4
Toronto E06,183.5,184.4,190.3,-,165.1
Toronto E07,180.0,200.8,190.4,185.0,156.4
Toronto E08,165.9,176.5,166.4,170.5,142.1
Toronto E09,161.9,177.6,164.3,158.3,143.9
Toronto E10,171.0,172.2,166.5,175.1,134.1
Toronto E11,163.9,183.8,176.1,131.8,133.0
