area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,157.5,160.3,168.7,202.8,134.8
Toronto W02,188.1,183.9,213.7,143.7,130.3
Toronto W03,175.2,178.2,183.5,-,128.9
Toronto W04,153.1,159.8,159.4,139.8,136.9
Toronto W05,143.6,155.0,144.2,148.6,123.7
Toronto W06,148.0,178.6,150.7,156.0,120.7
Toronto W07,161.9,169.1,153.6,129.6,110.1
Toronto W08,146.2,158.0,163.7,138.9,132.5
Toronto W09,145.6,166.2,148.2,136.3,114.2
Toronto W10,140.9,155.5,152.2,132.2,118.5
Toronto C01,184.6,198.5,207.3,175.6,180.9
Toronto C02,173.6,160.0,180.8,169.1,170.7
Toronto C03,180.0,177.4,186.5,-,176.7
Toronto C04,159.8,164.0,161.0,153.4,142.0
Toronto C06,171.3,177.8,151.2,148.9,163.3
Toronto C07,162.6,184.1,160.9,138.5,148.7
Toronto C08,166.6,153.0,167.0,185.7,166.8
Toronto C09,130.5,122.4,144.9,157.1,135.0
Toronto C10,183.7,162.8,167.1,209.9,194.4
Toronto C11,157.9,162.5,187.6,116.7,153.3
Toronto C12,152.5,144.7,169.6,158.4,174.5
Toronto C13,153.6,166.6,155.9,150.6,138.7
Toronto C14,166.8,189.8,184.4,221.4,154.1
Toronto C15,160.6,181.4,166.1,176.1,135.6
Toronto E01,196.4,190.3,203.3,219.6,186.4
Toronto E02,182.5,167.2,190.5,168.1,178.4
Toronto E03,167.5,169.1,170.0,-,134.0
Toronto E04,167.2,175.7,168.7,166.6,160.4
Toronto E05,158.5,181.3,177.2,156.1,134.3
Toronto E06,178.2,178.0,187.3,-,163.7
Toronto E07,170.8,189.1,180.8,168.3,147.5
Toronto E08,156.3,171.3,159.0,161.6,123.8
Toronto E09,154.4,166.0,157.3,149.3,141.6
Toronto E10,161.1,164.1,158.7,165.8,117.5
Toronto E11,155.8,172.5,167.1,122.8,135.0
