area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,165.5,169.1,182.1,199.8,141.2
Toronto W02,190.0,194.0,214.6,149.3,138.8
Toronto W03,183.8,187.0,190.5,-,136.1
Toronto W04,160.2,169.3,169.0,137.4,138.9
Toronto W05,147.4,161.6,149.9,144.4,123.3
Toronto W06,156.7,187.7,160.3,167.7,128.2
Toronto W07,170.2,175.8,168.4,137.5,107.5
Toronto W08,150.3,164.1,169.1,148.4,134.9
Toronto W09,161.6,173.0,160.8,143.1,143.0
Toronto W10,152.1,166.5,159.9,140.8,128.4
Toronto C01,190.5,204.2,215.5,182.0,185.9
Toronto C02,185.2,171.6,194.0,186.7,181.3
Toronto C03,192.4,186.7,194.2,-,208.1
Toronto C04,167.9,173.8,173.4,154.2,140.3
Toronto C06,178.5,186.5,157.1,151.8,170.0
Toronto C07,171.1,198.5,167.7,144.9,150.2
Toronto C08,179.0,160.0,196.4,183.8,177.8
Toronto C09,131.4,127.2,146.2,166.5,131.1
Toronto C10,189.2,175.1,179.1,224.9,196.2
Toronto C11,172.9,173.2,194.1,112.5,172.8
Toronto C12,163.2,153.6,175.2,180.4,185.9
Toronto C13,168.5,181.7,168.3,164.0,152.5
Toronto C14,177.3,215.0,193.7,214.9,158.7
Toronto C15,177.1,206.2,190.2,184.2,144.7
Toronto E01,206.3,203.7,214.8,204.1,188.6
Toronto E02,190.9,174.7,201.4,162.4,187.0
Toronto E03,177.7,181.5,178.0,-,138.4
Toronto E04,177.5,181.3,176.1,176.6,178.1
Toronto E05,170.2,191.7,186.7,171.2,144.3
Toronto E06,183.7,184.6,189.0,-,173.6
Toronto E07,182.1,204.0,192.7,181.9,160.0
Toronto E08,167.4,178.5,164.6,172.2,143.7
Toronto E09,164.0,179.6,166.1,164.5,145.7
Toronto E10,179.2,180.7,175.4,182.3,134.5
Toronto E11,166.4,186.7,178.1,135.9,134.4
