area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,160.6,161.5,172.5,205.0,140.5
Toronto W02,187.1,183.2,212.0,141.3,133.3
Toronto W03,173.8,176.8,180.3,-,134.0
Toronto W04,151.8,157.8,154.8,137.9,137.9
Toronto W05,144.9,154.5,144.8,151.7,128.0
Toronto W06,147.3,177.6,151.1,150.4,120.5
Toronto W07,160.2,167.2,154.0,123.9,106.3
Toronto W08,144.1,155.4,163.4,134.5,131.3
Toronto W09,141.9,161.6,148.6,136.0,111.4
Toronto W10,140.4,154.8,150.6,130.5,118.8
Toronto C01,181.2,191.2,200.1,173.9,178.1
Toronto C02,175.3,156.4,176.8,166.0,179.6
Toronto C03,178.1,175.7,185.4,-,173.8
Toronto C04,158.5,163.3,164.0,143.4,136.5
Toronto C06,171.8,178.2,152.1,142.1,164.4
Toronto C07,163.1,184.0,159.9,133.3,150.3
Toronto C08,164.9,143.3,162.3,181.8,165.7
Toronto C09,126.6,118.6,140.4,156.7,130.7
Toronto C10,178.2,158.4,159.0,206.0,188.5
Toronto C11,153.3,157.1,180.5,112.2,149.5
Toronto C12,149.7,140.5,167.7,162.8,173.6
Toronto C13,150.8,160.0,151.2,148.6,140.5
Toronto C14,170.6,188.5,181.8,213.4,160.8
Toronto C15,160.8,181.2,164.0,173.7,137.5
Toronto E01,190.9,184.3,196.3,216.2,189.2
Toronto E02,179.5,167.2,187.1,165.8,173.7
Toronto E03,163.0,165.0,164.8,-,129.6
Toronto E04,166.6,174.7,169.9,163.4,157.8
Toronto E05,157.7,180.6,177.0,153.9,133.5
Toronto E06,176.8,177.9,184.3,-,160.3
Toronto E07,169.8,186.6,175.7,164.7,151.2
Toronto E08,154.1,169.6,157.3,160.0,119.5
Toronto E09,152.8,166.1,157.5,144.9,138.2
Toronto E10,158.6,161.7,160.0,159.7,113.8
Toronto E11,153.9,172.5,167.6,116.7,128.5
