area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,164.1,169.2,179.8,207.4,137.0
Toronto W02,189.1,191.3,215.0,149.1,136.3
Toronto W03,179.3,183.4,184.7,-,135.1
Toronto W04,157.3,163.4,159.6,140.1,144.6
Toronto W05,149.0,161.5,149.6,146.3,130.4
Toronto W06,157.2,189.1,159.0,164.4,129.1
Toronto W07,170.1,176.4,166.5,140.0,112.9
Toronto W08,150.0,161.4,169.0,148.5,137.2
Toronto W09,153.1,167.0,158.4,145.3,128.7
Toronto W10,151.1,163.1,160.6,138.2,131.6
Toronto C01,186.3,194.3,206.7,179.7,182.5
Toronto C02,188.4,172.1,196.5,183.3,187.2
Toronto C03,190.6,186.5,193.4,-,198.2
Toronto C04,166.3,171.8,172.4,149.7,140.8
Toronto C06,179.7,185.8,157.1,148.6,174.8
Toronto C07,166.4,195.6,165.7,142.2,144.5
Toronto C08,176.4,158.3,188.6,179.1,175.9
Toronto C09,136.0,132.4,154.3,173.8,134.7
Toronto C10,189.7,178.6,182.1,229.8,194.5
Toronto C11,174.8,176.4,202.0,115.0,173.4
Toronto C12,158.3,146.2,168.1,188.7,183.7
Toronto C13,162.2,173.8,162.5,173.3,147.0
Toronto C14,175.5,209.7,189.4,209.3,159.0
Toronto C15,175.4,200.2,185.8,181.6,147.3
Toronto E01,205.4,202.5,215.3,202.3,187.5
Toronto E02,183.8,170.3,192.5,161.2,180.6
Toronto E03,172.9,176.0,173.8,-,136.1
Toronto E04,175.6,181.4,176.2,171.5,172.6
Toronto E05,169.7,189.3,186.3,173.9,145.0
Toronto E06,184.8,186.0,188.4,-,168.4
Toronto E07,181.9,199.6,193.2,185.0,158.1
Toronto E08,167.4,178.0,162.5,166.1,146.4
Toronto E09,162.3,177.6,165.5,159.3,144.5
Toronto E10,175.7,176.5,169.9,181.5,141.6
Toronto E11,165.0,187.3,177.7,129.4,130.5
