area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,244.6,229.4,248.9,249.5,248.5
Toronto W02,275.6,261.7,295.8,277.6,277.9
Toronto W03,278.2,278.1,271.0,272.1,284.1
Toronto W04,253.7,249.9,237.0,226.7,265.5
Toronto W05,239.3,241.9,221.9,239.4,254.8
Toronto W06,210.9,273.6,219.7,295.0,178.2
Toronto W07,233.1,248.5,218.8,-,149.9
Toronto W08,218.4,211.7,208.3,249.0,222.1
Toronto W09,242.0,226.2,202.8,275.7,257.4
Toronto W10,238.2,245.9,247.1,220.7,234.6
Toronto C01,289.6,292.3,277.9,280.9,289.9
Toronto C02,258.1,231.0,259.9,279.2,257.5
Toronto C03,290.8,268.7,279.6,-,334.2
Toronto C04,245.6,248.4,247.8,-,230.5
Toronto C06,268.1,258.0,206.0,245.4,280.6
Toronto C07,255.1,290.7,209.3,242.3,238.4
Toronto C08,270.5,286.4,284.5,277.1,269.1
Toronto C09,190.6,137.5,153.5,301.4,218.4
Toronto C10,270.0,246.7,235.2,280.1,282.5
Toronto C11,269.5,210.0,239.2,231.1,315.0
Toronto C12,220.3,201.2,257.5,210.0,278.3
Toronto C13,245.1,248.4,224.8,244.1,242.7
Toronto C14,266.5,279.3,231.2,312.6,259.1
Toronto C15,243.3,287.9,242.1,275.4,220.6
Toronto E01,334.1,326.8,337.7,381.9,314.9
Toronto E02,285.2,246.8,301.8,312.5,268.0
Toronto E03,261.0,267.2,247.0,-,254.4
Toronto E04,261.7,241.8,249.3,254.6,303.1
Toronto E05,242.8,252.8,246.1,249.9,228.4
Toronto E06,260.1,259.6,258.3,-,259.9
Toronto E07,262.1,266.7,254.6,264.2,259.5
Toronto E08,264.8,248.6,222.7,271.0,292.9
Toronto E09,247.6,240.5,230.6,278.9,251.0
Toronto E10,261.7,250.7,248.8,302.8,256.8
Toronto E11,259.3,266.6,260.2,200.3,293.0
