area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,250.6,239.8,255.6,254.5,252.7
Toronto W02,281.9,269.2,311.5,272.6,275.0
Toronto W03,282.4,283.6,277.2,274.5,276.9
Toronto W04,256.5,251.9,242.4,228.3,269.0
Toronto W05,242.9,243.6,223.9,242.1,261.3
Toronto W06,210.5,268.2,217.3,285.9,180.3
Toronto W07,227.4,242.0,213.7,-,145.9
Toronto W08,216.0,209.2,204.3,246.5,219.7
Toronto W09,239.5,226.6,195.7,269.8,251.2
Toronto W10,244.4,243.0,251.3,224.4,249.7
Toronto C01,295.3,302.8,287.0,282.9,295.5
Toronto C02,265.9,231.3,261.3,271.0,271.1
Toronto C03,293.0,272.0,288.3,-,327.4
Toronto C04,245.0,246.8,247.0,0.0,233.4
Toronto C06,268.7,247.0,209.7,241.1,291.0
Toronto C07,247.8,277.1,200.4,237.9,235.2
Toronto C08,270.2,282.7,280.7,295.1,268.4
Toronto C09,185.0,133.8,147.8,297.7,211.2
Toronto C10,276.2,260.7,252.0,276.1,285.5
Toronto C11,266.6,203.4,233.7,228.7,315.2
Toronto C12,217.6,199.2,252.8,203.7,275.7
Toronto C13,245.0,248.4,221.1,232.0,244.0
Toronto C14,261.7,267.4,216.9,320.2,255.3
Toronto C15,242.0,276.9,226.6,283.6,222.8
Toronto E01,334.4,322.3,333.3,401.9,322.0
Toronto E02,277.9,239.4,291.6,331.4,261.3
Toronto E03,262.3,269.4,249.3,-,247.6
Toronto E04,260.6,239.1,248.4,244.1,307.3
Toronto E05,241.0,245.1,238.2,250.1,233.0
Toronto E06,265.6,267.0,268.5,0.0,253.9
Toronto E07,260.4,264.4,254.7,265.5,258.2
Toronto E08,267.3,253.0,227.4,264.3,294.8
Toronto E09,248.2,240.0,229.0,277.1,253.1
Toronto E10,257.0,243.6,239.9,304.3,268.1
Toronto E11,266.3,263.5,256.5,203.7,325.6
