area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,248.2,242.8,260.2,262.5,245.6
Toronto W02,273.7,257.5,299.7,268.8,274.5
Toronto W03,284.5,287.1,279.6,272.2,272.7
Toronto W04,258.2,256.5,243.3,234.7,265.3
Toronto W05,237.4,241.5,221.1,231.2,254.3
Toronto W06,210.2,275.5,223.4,291.5,176.2
Toronto W07,234.4,249.4,219.2,-,154.6
Toronto W08,222.4,214.8,211.4,249.6,227.0
Toronto W09,239.5,229.3,205.5,279.1,244.9
Toronto W10,241.7,246.2,248.5,219.1,242.1
Toronto C01,284.2,278.9,269.5,272.5,284.9
Toronto C02,259.6,231.6,269.1,267.8,257.6
Toronto C03,291.2,267.9,285.4,-,332.3
Toronto C04,247.0,249.2,246.0,311.6,233.7
Toronto C06,274.8,263.9,205.7,246.2,288.3
Toronto C07,256.7,296.1,210.8,241.5,238.4
Toronto C08,263.5,280.9,277.3,266.3,262.2
Toronto C09,189.5,138.8,152.7,280.6,220.3
Toronto C10,264.4,245.8,235.1,264.2,275.7
Toronto C11,266.0,209.3,235.3,220.9,312.0
Toronto C12,218.4,200.1,257.8,210.8,270.3
Toronto C13,243.5,243.9,220.4,240.4,242.8
Toronto C14,261.9,283.8,233.6,318.1,251.1
Toronto C15,246.1,288.3,239.9,281.4,223.5
Toronto E01,331.2,323.1,336.5,370.1,310.9
Toronto E02,285.6,248.6,300.0,306.2,271.8
Toronto E03,264.5,270.0,253.4,-,254.9
Toronto E04,260.8,243.6,253.3,249.2,297.2
Toronto E05,247.3,257.5,250.2,252.7,233.8
Toronto E06,265.0,265.2,265.6,252.3,260.7
Toronto E07,260.1,265.5,256.2,268.1,255.8
Toronto E08,263.7,251.7,228.8,270.7,284.3
Toronto E09,252.2,242.4,233.7,288.3,257.5
Toronto E10,259.8,246.4,241.6,316.1,257.8
Toronto E11,257.0,262.4,259.3,197.4,293.7
