area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,250.1,237.4,255.4,249.5,253.5
Toronto W02,280.6,267.7,303.4,280.1,279.3
Toronto W03,282.7,281.9,278.1,280.2,283.1
Toronto W04,255.0,249.8,239.8,225.2,269.1
Toronto W05,239.9,240.9,221.2,239.6,257.3
Toronto W06,211.4,275.5,220.6,288.4,178.7
Toronto W07,235.2,250.6,216.6,-,149.1
Toronto W08,219.1,213.4,209.5,247.3,222.3
Toronto W09,242.4,228.8,204.4,274.4,254.8
Toronto W10,244.5,243.8,248.4,222.8,249.8
Toronto C01,291.7,301.4,289.9,280.3,291.3
Toronto C02,265.1,237.7,266.4,274.3,265.4
Toronto C03,299.4,278.6,293.7,-,335.3
Toronto C04,250.5,252.4,260.3,0.0,235.5
Toronto C06,267.4,252.0,200.8,244.5,284.8
Toronto C07,251.8,283.9,203.2,243.4,237.4
Toronto C08,275.1,291.1,288.8,278.7,273.8
Toronto C09,189.9,140.9,157.0,296.8,214.4
Toronto C10,272.0,251.0,238.7,276.6,283.9
Toronto C11,273.5,213.3,247.1,229.7,319.5
Toronto C12,222.4,206.0,265.4,207.7,274.4
Toronto C13,250.3,254.8,229.4,236.9,247.7
Toronto C14,259.6,273.6,225.9,311.8,251.5
Toronto C15,242.0,283.1,234.3,278.3,220.6
Toronto E01,337.2,328.0,341.4,382.6,317.0
Toronto E02,282.1,243.1,295.8,315.6,267.3
Toronto E03,261.1,267.6,248.0,-,252.9
Toronto E04,261.0,243.5,251.3,257.3,297.2
Toronto E05,244.7,253.4,246.4,249.1,233.0
Toronto E06,260.3,260.2,253.7,0.0,257.9
Toronto E07,262.0,267.6,255.9,263.2,259.9
Toronto E08,263.8,247.0,218.8,273.5,292.8
Toronto E09,248.5,240.7,231.1,284.1,251.8
Toronto E10,259.0,246.8,246.2,310.8,248.4
Toronto E11,260.0,265.7,261.7,198.7,298.8
