area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,247.0,238.0,258.0,259.0,246.4
Toronto W02,275.1,263.1,295.4,278.9,275.1
Toronto W03,279.9,280.9,273.1,276.5,279.7
Toronto W04,255.8,252.5,238.1,233.3,266.4
Toronto W05,238.8,243.1,223.2,234.8,253.4
Toronto W06,209.8,269.9,216.8,293.4,177.7
Toronto W07,229.7,243.7,214.0,-,153.5
Toronto W08,218.8,209.2,204.9,243.4,225.4
Toronto W09,235.9,223.4,198.0,278.0,245.0
Toronto W10,240.9,245.7,247.7,219.8,240.6
Toronto C01,287.6,280.4,269.8,277.3,288.6
Toronto C02,259.7,230.0,267.5,284.5,257.3
Toronto C03,290.0,267.8,282.4,-,331.3
Toronto C04,242.7,244.2,242.2,0.0,231.5
Toronto C06,270.4,259.0,212.3,248.0,284.0
Toronto C07,257.3,291.6,210.8,243.5,241.1
Toronto C08,265.1,276.0,273.8,272.7,264.0
Toronto C09,190.4,135.1,147.7,297.1,223.4
Toronto C10,267.1,245.3,234.0,276.4,279.5
Toronto C11,265.9,202.2,232.1,228.5,315.4
Toronto C12,215.0,196.2,249.8,207.0,271.1
Toronto C13,240.5,237.5,217.5,239.0,243.4
Toronto C14,264.9,284.4,232.3,316.6,255.1
Toronto C15,247.1,293.3,243.6,281.9,223.2
Toronto E01,324.2,314.8,323.6,377.5,314.6
Toronto E02,283.8,243.2,298.6,312.0,276.7
Toronto E03,263.4,269.3,248.0,-,260.7
Toronto E04,259.4,239.3,247.5,250.7,300.8
Toronto E05,245.7,256.9,251.0,251.1,230.6
Toronto E06,257.0,255.5,252.8,0.0,262.6
Toronto E07,260.9,263.7,252.9,263.2,259.5
Toronto E08,259.8,247.0,218.8,265.2,282.4
Toronto E09,248.4,239.7,228.8,280.0,253.3
Toronto E10,260.1,250.1,244.7,303.1,246.6
Toronto E11,256.0,265.1,259.7,198.4,285.0
