area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,244.6,240.4,262.6,248.5,241.8
Toronto W02,265.4,251.4,290.1,269.1,261.1
Toronto W03,283.4,286.1,281.4,270.2,262.6
Toronto W04,250.4,251.9,240.7,229.1,251.5
Toronto W05,234.7,240.5,221.4,229.1,247.8
Toronto W06,204.5,264.9,215.0,282.5,172.7
Toronto W07,228.2,241.5,211.5,0.0,151.1
Toronto W08,214.2,210.9,208.0,231.3,216.3
Toronto W09,230.2,228.6,207.3,263.9,224.4
Toronto W10,238.9,246.2,248.6,209.6,237.8
Toronto C01,283.6,285.1,275.0,272.3,283.8
Toronto C02,262.5,236.6,273.8,275.9,257.7
Toronto C03,293.6,275.1,295.4,-,320.1
Toronto C04,242.3,241.7,242.4,297.4,235.8
Toronto C06,264.1,257.2,211.6,252.2,273.1
Toronto C07,256.3,292.6,211.4,248.6,238.1
Toronto C08,262.6,266.0,261.7,269.8,262.2
Toronto C09,178.5,140.2,155.8,300.3,198.9
Toronto C10,266.6,247.0,237.7,272.2,278.2
Toronto C11,260.0,212.2,237.2,210.6,301.4
Toronto C12,218.0,199.6,255.0,206.1,276.1
Toronto C13,241.4,251.2,226.0,232.7,233.1
Toronto C14,266.8,294.9,235.9,308.5,255.2
Toronto C15,247.5,301.6,248.3,273.3,220.5
Toronto E01,326.5,320.4,328.3,373.5,309.7
Toronto E02,279.7,245.0,295.9,297.9,254.0
Toronto E03,266.5,276.8,257.9,-,230.6
Toronto E04,255.1,244.1,255.0,235.4,282.1
Toronto E05,242.5,251.3,240.7,245.9,231.2
Toronto E06,263.2,265.5,271.7,241.2,243.5
Toronto E07,256.9,262.7,251.7,254.9,254.1
Toronto E08,260.2,253.9,233.4,246.6,275.7
Toronto E09,246.8,242.4,233.3,267.1,248.8
Toronto E10,255.7,246.7,238.2,296.2,248.4
Toronto E11,257.9,261.8,255.7,206.9,292.9
