area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,224.7,224.1,242.2,237.9,219.4
Toronto W02,260.7,248.9,297.1,251.0,243.5
Toronto W03,263.7,267.8,258.7,250.6,242.2
Toronto W04,239.1,242.2,228.2,217.3,237.5
Toronto W05,227.4,235.2,215.4,222.9,236.7
Toronto W06,196.6,257.3,208.4,259.6,165.0
Toronto W07,218.0,231.8,203.6,0.0,139.2
Toronto W08,202.2,202.2,199.4,211.6,201.8
Toronto W09,220.5,216.5,194.9,250.2,219.5
Toronto W10,230.1,233.9,238.8,208.9,230.7
Toronto C01,265.2,273.6,263.9,260.3,264.6
Toronto C02,246.4,220.1,247.8,258.8,246.0
Toronto C03,278.6,259.1,273.0,-,315.1
Toronto C04,245.9,248.1,256.6,289.5,228.2
Toronto C06,268.1,262.5,208.9,233.6,277.2
Toronto C07,247.6,290.7,208.1,231.6,224.6
Toronto C08,247.3,246.8,244.2,257.3,247.0
Toronto C09,165.5,130.3,145.0,264.4,186.3
Toronto C10,250.2,253.5,245.1,250.5,250.7
Toronto C11,242.6,198.1,220.0,219.9,278.6
Toronto C12,216.9,200.2,266.6,218.2,260.0
Toronto C13,239.2,253.7,225.8,247.2,225.9
Toronto C14,250.6,287.9,225.6,302.4,234.6
Toronto C15,245.1,301.2,249.0,273.2,213.9
Toronto E01,303.9,297.5,304.5,362.4,287.8
Toronto E02,269.7,234.5,282.5,304.8,251.1
Toronto E03,244.0,254.1,230.2,-,217.5
Toronto E04,250.1,242.2,251.7,233.3,272.2
Toronto E05,239.8,249.8,239.8,247.3,225.1
Toronto E06,250.8,252.6,253.6,234.6,234.8
Toronto E07,251.2,263.7,253.7,252.8,241.6
Toronto E08,249.3,243.7,218.3,244.8,261.9
Toronto E09,239.4,239.8,229.9,266.9,236.0
Toronto E10,253.0,245.2,236.3,294.7,232.1
Toronto E11,252.6,258.5,249.9,200.1,286.0
