area,composite_hpi,single_family_detached_hpi,single_family_attached_hpi,townhouse_hpi,apartment_hpi
Toronto W01,250.3,249.8,270.0,250.1,246.0
Toronto W02,270.5,253.9,294.2,274.9,271.0
Toronto W03,285.7,287.8,282.7,273.4,268.1
Toronto W04,253.4,255.7,244.6,227.9,254.0
Toronto W05,237.7,243.3,223.0,227.7,255.0
Toronto W06,208.6,269.3,217.1,301.5,176.2
Toronto W07,230.9,245.2,214.2,0.0,152.2
Toronto W08,217.4,212.6,206.4,246.8,219.9
Toronto W09,236.7,228.9,202.4,267.6,241.5
Toronto W10,241.0,247.7,248.1,214.2,240.3
Toronto C01,286.0,283.7,275.0,274.1,286.5
Toronto C02,259.2,235.7,272.1,287.6,252.5
Toronto C03,294.8,274.0,290.7,-,329.7
Toronto C04,245.7,247.0,248.1,314.5,233.4
Toronto C06,277.0,267.6,212.7,249.0,289.6
Toronto C07,261.1,300.6,216.8,244.9,242.1
Toronto C08,263.7,282.6,279.6,265.5,262.3
Toronto C09,181.4,142.1,155.6,293.9,202.7
Toronto C10,268.9,254.9,243.6,276.6,276.8
Toronto C11,261.7,212.5,239.2,211.3,301.9
Toronto C12,218.4,199.5,253.2,210.4,273.7
Toronto C13,241.8,248.4,224.9,239.4,236.9
Toronto C14,266.5,296.2,243.7,316.2,254.0
Toronto C15,248.1,303.1,250.2,285.9,218.9
Toronto E01,333.7,330.4,342.7,370.2,302.1
Toronto E02,285.7,251.5,302.5,301.4,260.0
Toronto E03,272.3,282.2,263.0,-,238.0
Toronto E04,257.1,245.7,253.1,244.4,283.5
Toronto E05,244.4,256.2,247.7,244.7,230.9
Toronto E06,268.2,270.6,271.9,260.3,248.1
Toronto E07,260.0,263.5,252.5,258.0,259.2
Toronto E08,260.5,257.1,236.6,255.8,268.2
Toronto E09,249.7,244.7,234.6,278.7,251.2
Toronto E10,260.0,248.3,241.5,313.5,251.1
Toronto E11,259.2,265.6,262.8,201.7,289.2
